NAME,c_income,c_less10k,c_10_14999,c_15_24999,c_25_34999,c_35_49999,c_50_74999,c_75_99999,c_100_149,c_150_199,c_200more,c_income_moe,c_less10k_moe,c_10_14999_moe,c_15_24999_moe,c_25_34999_moe,c_35_49999_moe,c_50_74999_moe,c_75_99999_moe,c_100_149_moe,c_150_199_moe,c_200more_moe,state_fips,county_fips,tract_fips,year,FIPS_11_digit
"Census Tract 2, Nevada County, California",1023,7.0,2.0,7.0,7.0,9.0,13.0,5.0,25.0,10.0,11.0,93,4.0,2.0,3.0,5.0,4.0,4.0,2.0,6.0,4.0,5.0,06,057,000200,2018,06057000200
"Census Tract 3, Nevada County, California",1028,3.0,1.0,8.0,7.0,8.0,15.0,18.0,17.0,12.0,8.0,57,1.0,1.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,06,057,000300,2018,06057000300
"Census Tract 6, Nevada County, California",2930,8.0,11.0,11.0,21.0,9.0,16.0,8.0,10.0,1.0,1.0,200,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,1.0,1.0,06,057,000600,2018,06057000600
"Census Tract 4.01, Nevada County, California",2450,5.0,0.0,8.0,8.0,13.0,20.0,18.0,15.0,6.0,3.0,178,3.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,06,057,000401,2018,06057000401
"Census Tract 5.01, Nevada County, California",2690,5.0,10.0,9.0,12.0,19.0,16.0,5.0,13.0,1.0,4.0,213,3.0,5.0,4.0,4.0,6.0,5.0,2.0,4.0,1.0,3.0,06,057,000501,2018,06057000501
"Census Tract 1.04, Nevada County, California",1519,5.0,7.0,14.0,15.0,16.0,17.0,7.0,9.0,4.0,3.0,110,3.0,4.0,5.0,6.0,6.0,4.0,3.0,4.0,3.0,2.0,06,057,000104,2018,06057000104
"Census Tract 1.05, Nevada County, California",1132,9.0,4.0,5.0,6.0,12.0,15.0,11.0,20.0,8.0,6.0,66,6.0,4.0,3.0,3.0,6.0,5.0,4.0,7.0,5.0,3.0,06,057,000105,2018,06057000105
"Census Tract 4.02, Nevada County, California",2529,8.0,5.0,11.0,6.0,12.0,20.0,6.0,15.0,5.0,8.0,248,4.0,5.0,4.0,3.0,7.0,7.0,3.0,6.0,3.0,4.0,06,057,000402,2018,06057000402
"Census Tract 8.01, Nevada County, California",2124,4.0,1.0,11.0,4.0,14.0,14.0,13.0,18.0,7.0,10.0,151,3.0,1.0,6.0,3.0,5.0,5.0,5.0,6.0,3.0,3.0,06,057,000801,2018,06057000801
"Census Tract 8.02, Nevada County, California",3062,6.0,7.0,6.0,14.0,13.0,18.0,10.0,11.0,4.0,7.0,218,3.0,4.0,2.0,5.0,4.0,6.0,3.0,4.0,2.0,2.0,06,057,000802,2018,06057000802
"Census Tract 100, Alpine County, California",299,3.0,6.0,7.0,10.0,12.0,17.0,9.0,17.0,8.0,7.0,67,3.0,6.0,5.0,7.0,7.0,6.0,6.0,8.0,5.0,4.0,06,003,010000,2018,06003010000
"Census Tract 1.02, Madera County, California",1773,3.0,7.0,6.0,13.0,10.0,18.0,17.0,13.0,2.0,5.0,158,2.0,4.0,3.0,5.0,4.0,6.0,6.0,4.0,2.0,3.0,06,039,000102,2018,06039000102
"Census Tract 1.04, Madera County, California",1675,2.0,2.0,11.0,10.0,13.0,26.0,10.0,11.0,8.0,3.0,179,2.0,2.0,5.0,4.0,6.0,8.0,6.0,5.0,4.0,2.0,06,039,000104,2018,06039000104
"Census Tract 10, Madera County, California",1621,1.0,5.0,16.0,7.0,12.0,14.0,11.0,13.0,6.0,10.0,138,2.0,4.0,6.0,3.0,5.0,6.0,5.0,5.0,3.0,4.0,06,039,001000,2018,06039001000
"Census Tract 4, Madera County, California",359,5.0,2.0,4.0,10.0,16.0,20.0,7.0,20.0,5.0,6.0,39,5.0,3.0,5.0,5.0,8.0,8.0,6.0,9.0,4.0,6.0,06,039,000400,2018,06039000400
"Census Tract 5.09, Madera County, California",1993,4.0,0.0,7.0,2.0,13.0,20.0,12.0,28.0,5.0,5.0,96,2.0,1.0,4.0,1.0,5.0,5.0,4.0,6.0,2.0,2.0,06,039,000509,2018,06039000509
"Census Tract 3, Madera County, California",2476,9.0,5.0,10.0,12.0,22.0,23.0,8.0,6.0,0.0,0.0,231,5.0,3.0,4.0,4.0,6.0,8.0,5.0,3.0,1.0,0.0,06,039,000300,2018,06039000300
"Census Tract 5.07, Madera County, California",2758,8.0,4.0,7.0,9.0,9.0,21.0,10.0,20.0,2.0,4.0,296,8.0,3.0,4.0,5.0,5.0,7.0,5.0,7.0,2.0,3.0,06,039,000507,2018,06039000507
"Census Tract 6214, Los Angeles County, California",1870,3.0,0.0,3.0,5.0,8.0,12.0,13.0,21.0,13.0,18.0,93,2.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,06,037,621400,2018,06037621400
"Census Tract 6501.01, Los Angeles County, California",2033,6.0,2.0,7.0,4.0,7.0,6.0,11.0,24.0,12.0,16.0,110,4.0,2.0,4.0,2.0,3.0,4.0,5.0,6.0,5.0,5.0,06,037,650101,2018,06037650101
"Census Tract 5748, Los Angeles County, California",1503,9.0,2.0,6.0,5.0,10.0,17.0,12.0,7.0,6.0,21.0,63,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,06,037,574800,2018,06037574800
"Census Tract 5749.02, Los Angeles County, California",1754,25.0,2.0,4.0,7.0,7.0,16.0,11.0,15.0,4.0,5.0,90,5.0,1.0,2.0,4.0,4.0,5.0,4.0,6.0,2.0,3.0,06,037,574902,2018,06037574902
"Census Tract 5751.03, Los Angeles County, California",2068,3.0,6.0,12.0,7.0,19.0,21.0,18.0,7.0,2.0,1.0,54,2.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,1.0,1.0,06,037,575103,2018,06037575103
"Census Tract 5759.02, Los Angeles County, California",2955,13.0,6.0,9.0,11.0,13.0,15.0,8.0,13.0,6.0,1.0,177,5.0,2.0,4.0,4.0,5.0,6.0,4.0,5.0,4.0,2.0,06,037,575902,2018,06037575902
"Census Tract 5764.01, Los Angeles County, California",1286,4.0,6.0,11.0,20.0,21.0,15.0,12.0,3.0,2.0,1.0,63,3.0,4.0,6.0,7.0,6.0,7.0,5.0,3.0,2.0,3.0,06,037,576401,2018,06037576401
"Census Tract 6002.02, Los Angeles County, California",2134,14.0,10.0,14.0,11.0,12.0,12.0,13.0,7.0,1.0,0.0,106,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,0.0,06,037,600202,2018,06037600202
"Census Tract 6004, Los Angeles County, California",1536,11.0,14.0,8.0,8.0,9.0,12.0,6.0,21.0,7.0,0.0,86,6.0,7.0,5.0,5.0,4.0,5.0,4.0,7.0,4.0,0.0,06,037,600400,2018,06037600400
"Census Tract 6006.02, Los Angeles County, California",729,7.0,8.0,21.0,11.0,17.0,20.0,6.0,4.0,1.0,1.0,39,5.0,5.0,7.0,5.0,6.0,7.0,5.0,3.0,2.0,2.0,06,037,600602,2018,06037600602
"Census Tract 6016, Los Angeles County, California",1032,3.0,9.0,15.0,3.0,18.0,23.0,13.0,8.0,2.0,1.0,67,3.0,6.0,8.0,2.0,8.0,9.0,7.0,5.0,2.0,2.0,06,037,601600,2018,06037601600
"Census Tract 6017, Los Angeles County, California",1294,2.0,4.0,13.0,18.0,11.0,21.0,16.0,10.0,0.0,0.0,76,3.0,3.0,7.0,7.0,6.0,9.0,8.0,5.0,1.0,2.0,06,037,601700,2018,06037601700
"Census Tract 1212, Marin County, California",2480,6.0,3.0,7.0,3.0,6.0,7.0,10.0,19.0,7.0,29.0,163,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,06,041,121200,2018,06041121200
"Census Tract 1290, Marin County, California",1170,7.0,4.0,15.0,20.0,17.0,9.0,3.0,6.0,3.0,11.0,125,4.0,3.0,6.0,6.0,7.0,4.0,2.0,3.0,2.0,4.0,06,041,129000,2018,06041129000
"Census Tract 1322, Marin County, California",917,3.0,4.0,4.0,11.0,9.0,16.0,12.0,14.0,7.0,15.0,106,2.0,3.0,3.0,6.0,6.0,6.0,8.0,5.0,5.0,6.0,06,041,132200,2018,06041132200
"Census Tract 1230, Marin County, California",917,2.0,1.0,2.0,4.0,4.0,8.0,4.0,10.0,6.0,53.0,72,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,06,041,123000,2018,06041123000
"Census Tract 1070, Marin County, California",2449,1.0,3.0,2.0,2.0,6.0,12.0,9.0,19.0,17.0,24.0,60,1.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,06,041,107000,2018,06041107000
"Census Tract 1110, Marin County, California",2805,5.0,5.0,6.0,8.0,10.0,12.0,11.0,21.0,6.0,11.0,159,3.0,3.0,4.0,4.0,6.0,5.0,5.0,6.0,4.0,4.0,06,041,111000,2018,06041111000
"Census Tract 1160, Marin County, California",1310,1.0,1.0,3.0,6.0,8.0,7.0,11.0,20.0,13.0,26.0,74,1.0,1.0,2.0,4.0,4.0,3.0,4.0,6.0,4.0,5.0,06,041,116000,2018,06041116000
"Census Tract 1242, Marin County, California",2561,5.0,1.0,3.0,2.0,6.0,5.0,10.0,11.0,8.0,45.0,156,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,6.0,06,041,124200,2018,06041124200
"Census Tract 1250, Marin County, California",1991,4.0,3.0,3.0,6.0,8.0,12.0,11.0,18.0,7.0,23.0,107,2.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,06,041,125000,2018,06041125000
"Census Tract 1270, Marin County, California",2031,3.0,1.0,1.0,3.0,1.0,9.0,7.0,16.0,12.0,44.0,131,2.0,1.0,1.0,2.0,1.0,3.0,5.0,6.0,4.0,8.0,06,041,127000,2018,06041127000
"Census Tract 1021, Marin County, California",988,0.0,1.0,2.0,0.0,5.0,18.0,10.0,15.0,19.0,24.0,42,0.0,1.0,2.0,1.0,2.0,6.0,4.0,6.0,6.0,6.0,06,041,102100,2018,06041102100
"Census Tract 1060.01, Marin County, California",2121,4.0,2.0,4.0,6.0,4.0,24.0,8.0,18.0,10.0,15.0,145,4.0,2.0,3.0,3.0,3.0,8.0,4.0,6.0,6.0,6.0,06,041,106001,2018,06041106001
"Census Tract 1081, Marin County, California",2586,2.0,3.0,1.0,3.0,5.0,16.0,11.0,17.0,9.0,28.0,86,2.0,2.0,1.0,2.0,3.0,5.0,4.0,4.0,4.0,6.0,06,041,108100,2018,06041108100
"Census Tract 1082, Marin County, California",2808,2.0,9.0,8.0,2.0,8.0,12.0,13.0,13.0,9.0,19.0,200,1.0,4.0,4.0,1.0,3.0,6.0,5.0,4.0,4.0,5.0,06,041,108200,2018,06041108200
"Census Tract 1102, Marin County, California",2121,0.0,1.0,1.0,5.0,4.0,10.0,9.0,10.0,16.0,41.0,114,1.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,5.0,6.0,06,041,110200,2018,06041110200
"Census Tract 1281, Marin County, California",2882,1.0,1.0,7.0,1.0,7.0,10.0,6.0,13.0,10.0,40.0,124,1.0,1.0,4.0,1.0,3.0,3.0,2.0,4.0,3.0,6.0,06,041,128100,2018,06041128100
"Census Tract 1031, Marin County, California",2903,3.0,0.0,1.0,5.0,6.0,10.0,8.0,17.0,14.0,33.0,98,1.0,0.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,06,041,103100,2018,06041103100
"Census Tract 1043, Marin County, California",673,2.0,0.0,5.0,3.0,8.0,14.0,9.0,23.0,8.0,24.0,37,2.0,5.0,3.0,2.0,4.0,7.0,5.0,7.0,4.0,6.0,06,041,104300,2018,06041104300
"Census Tract 1141, Marin County, California",2260,2.0,0.0,3.0,6.0,5.0,12.0,10.0,26.0,13.0,17.0,166,2.0,1.0,2.0,4.0,3.0,5.0,4.0,7.0,5.0,5.0,06,041,114100,2018,06041114100
"Census Tract 1191, Marin County, California",1947,0.0,3.0,1.0,3.0,7.0,5.0,5.0,14.0,6.0,52.0,100,0.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,06,041,119100,2018,06041119100
"Census Tract 1121, Marin County, California",1830,2.0,3.0,8.0,7.0,9.0,12.0,9.0,16.0,9.0,21.0,106,1.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,06,041,112100,2018,06041112100
"Census Tract 1142, Marin County, California",1408,7.0,3.0,7.0,10.0,6.0,12.0,7.0,15.0,9.0,20.0,104,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,06,041,114200,2018,06041114200
"Census Tract 1170, Marin County, California",1982,4.0,2.0,5.0,3.0,4.0,11.0,11.0,18.0,14.0,22.0,142,3.0,2.0,2.0,4.0,3.0,3.0,5.0,6.0,5.0,6.0,06,041,117000,2018,06041117000
"Census Tract 1200, Marin County, California",2801,4.0,2.0,7.0,2.0,7.0,10.0,8.0,18.0,9.0,29.0,151,3.0,1.0,4.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,06,041,120000,2018,06041120000
"Census Tract 1262, Marin County, California",2030,2.0,6.0,4.0,3.0,9.0,10.0,12.0,15.0,10.0,25.0,139,2.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,3.0,6.0,06,041,126200,2018,06041126200
"Census Tract 1282, Marin County, California",1917,2.0,1.0,3.0,6.0,1.0,3.0,8.0,15.0,14.0,43.0,111,1.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,06,041,128200,2018,06041128200
"Census Tract 1330, Marin County, California",1207,2.0,6.0,6.0,8.0,8.0,10.0,12.0,21.0,9.0,13.0,129,1.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,06,041,133000,2018,06041133000
"Census Tract 1032, Marin County, California",2882,3.0,1.0,6.0,11.0,6.0,11.0,4.0,21.0,13.0,19.0,125,3.0,1.0,4.0,4.0,3.0,5.0,2.0,7.0,5.0,4.0,06,041,103200,2018,06041103200
"Census Tract 320.40, Orange County, California",892,1.0,0.0,0.0,1.0,4.0,12.0,12.0,23.0,15.0,27.0,19,1.0,3.0,0.0,1.0,2.0,4.0,5.0,6.0,4.0,6.0,06,059,032040,2018,06059032040
"Census Tract 320.51, Orange County, California",1940,0.0,4.0,4.0,4.0,13.0,32.0,12.0,17.0,2.0,6.0,88,1.0,3.0,3.0,3.0,5.0,7.0,4.0,4.0,2.0,3.0,06,059,032051,2018,06059032051
"Census Tract 421.14, Orange County, California",1587,2.0,0.0,9.0,2.0,10.0,14.0,16.0,19.0,6.0,17.0,123,3.0,1.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,06,059,042114,2018,06059042114
"Census Tract 422.03, Orange County, California",3218,2.0,3.0,4.0,7.0,5.0,13.0,14.0,11.0,7.0,29.0,199,2.0,2.0,2.0,3.0,3.0,4.0,6.0,4.0,3.0,6.0,06,059,042203,2018,06059042203
"Census Tract 423.12, Orange County, California",2559,4.0,6.0,11.0,7.0,18.0,11.0,8.0,13.0,8.0,10.0,135,2.0,4.0,5.0,5.0,8.0,4.0,3.0,6.0,5.0,4.0,06,059,042312,2018,06059042312
"Census Tract 114.02, Orange County, California",826,0.0,1.0,3.0,0.0,9.0,13.0,9.0,28.0,15.0,18.0,34,0.0,1.0,2.0,1.0,5.0,4.0,3.0,5.0,4.0,4.0,06,059,011402,2018,06059011402
"Census Tract 218.13, Orange County, California",29,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,10.0,37,57.0,57.0,57.0,57.0,41.0,57.0,57.0,57.0,57.0,41.0,06,059,021813,2018,06059021813
"Census Tract 218.14, Orange County, California",2480,2.0,0.0,0.0,3.0,9.0,20.0,11.0,21.0,11.0,18.0,115,2.0,0.0,0.0,3.0,4.0,6.0,4.0,5.0,4.0,4.0,06,059,021814,2018,06059021814
"Census Tract 524.10, Orange County, California",2026,10.0,4.0,6.0,10.0,5.0,17.0,8.0,15.0,11.0,10.0,134,6.0,3.0,4.0,6.0,3.0,7.0,4.0,6.0,4.0,4.0,06,059,052410,2018,06059052410
"Census Tract 524.20, Orange County, California",7456,6.0,2.0,1.0,1.0,4.0,6.0,8.0,22.0,16.0,29.0,315,3.0,2.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,7.0,06,059,052420,2018,06059052420
"Census Tract 525.02, Orange County, California",1926,1.0,1.0,3.0,5.0,9.0,12.0,10.0,24.0,16.0,12.0,78,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,06,059,052502,2018,06059052502
"Census Tract 11.03, Orange County, California",1398,4.0,6.0,10.0,8.0,10.0,11.0,12.0,20.0,9.0,6.0,58,3.0,4.0,7.0,4.0,5.0,5.0,6.0,8.0,4.0,5.0,06,059,001103,2018,06059001103
"Census Tract 15.01, Orange County, California",2342,0.0,2.0,5.0,8.0,9.0,16.0,12.0,25.0,8.0,11.0,86,1.0,3.0,3.0,3.0,3.0,6.0,5.0,6.0,4.0,4.0,06,059,001501,2018,06059001501
"Census Tract 15.03, Orange County, California",1681,5.0,1.0,3.0,7.0,11.0,11.0,18.0,18.0,10.0,10.0,72,3.0,1.0,2.0,3.0,4.0,5.0,6.0,5.0,4.0,3.0,06,059,001503,2018,06059001503
"Census Tract 19.01, Orange County, California",804,2.0,2.0,6.0,5.0,5.0,24.0,17.0,19.0,11.0,5.0,21,2.0,1.0,3.0,3.0,2.0,6.0,5.0,6.0,3.0,3.0,06,059,001901,2018,06059001901
"Census Tract 423.34, Orange County, California",2145,0.0,3.0,9.0,10.0,6.0,13.0,15.0,16.0,13.0,10.0,153,1.0,2.0,5.0,5.0,3.0,5.0,4.0,6.0,4.0,4.0,06,059,042334,2018,06059042334
"Census Tract 524.17, Orange County, California",2894,9.0,2.0,6.0,3.0,3.0,15.0,10.0,18.0,15.0,14.0,108,4.0,1.0,3.0,2.0,2.0,6.0,4.0,5.0,4.0,4.0,06,059,052417,2018,06059052417
"Census Tract 525.13, Orange County, California",2187,9.0,1.0,4.0,2.0,9.0,6.0,11.0,23.0,10.0,20.0,160,4.0,1.0,3.0,1.0,4.0,3.0,5.0,6.0,5.0,4.0,06,059,052513,2018,06059052513
"Census Tract 626.10, Orange County, California",5212,16.0,1.0,2.0,4.0,11.0,10.0,7.0,17.0,16.0,12.0,283,4.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,06,059,062610,2018,06059062610
"Census Tract 626.26, Orange County, California",906,29.0,8.0,11.0,11.0,14.0,2.0,5.0,7.0,8.0,1.0,63,8.0,4.0,7.0,6.0,6.0,2.0,5.0,4.0,4.0,1.0,06,059,062626,2018,06059062626
"Census Tract 626.31, Orange County, California",1157,3.0,0.0,1.0,3.0,4.0,5.0,5.0,24.0,8.0,41.0,82,2.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,3.0,7.0,06,059,062631,2018,06059062631
"Census Tract 626.45, Orange County, California",2638,8.0,0.0,3.0,0.0,9.0,5.0,4.0,17.0,6.0,43.0,139,4.0,0.0,2.0,1.0,5.0,2.0,2.0,6.0,3.0,8.0,06,059,062645,2018,06059062645
"Census Tract 626.47, Orange County, California",2248,9.0,6.0,13.0,11.0,8.0,11.0,18.0,14.0,5.0,0.0,142,5.0,4.0,5.0,5.0,3.0,4.0,6.0,4.0,4.0,1.0,06,059,062647,2018,06059062647
"Census Tract 627.02, Orange County, California",2200,6.0,0.0,5.0,9.0,4.0,13.0,5.0,11.0,8.0,36.0,196,3.0,1.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,7.0,06,059,062702,2018,06059062702
"Census Tract 630.04, Orange County, California",3144,3.0,5.0,6.0,7.0,10.0,7.0,13.0,16.0,9.0,19.0,206,2.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,4.0,06,059,063004,2018,06059063004
"Census Tract 630.10, Orange County, California",3115,2.0,3.0,3.0,5.0,5.0,17.0,9.0,15.0,11.0,25.0,190,2.0,3.0,2.0,3.0,2.0,7.0,4.0,5.0,6.0,6.0,06,059,063010,2018,06059063010
"Census Tract 634, Orange County, California",1916,2.0,2.0,3.0,4.0,5.0,8.0,13.0,17.0,13.0,29.0,130,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,06,059,063400,2018,06059063400
"Census Tract 638.02, Orange County, California",1029,1.0,1.0,2.0,5.0,16.0,7.0,10.0,21.0,17.0,15.0,46,1.0,1.0,3.0,3.0,7.0,5.0,6.0,6.0,7.0,6.0,06,059,063802,2018,06059063802
"Census Tract 638.06, Orange County, California",1408,1.0,2.0,2.0,5.0,11.0,13.0,12.0,18.0,11.0,22.0,50,1.0,2.0,1.0,3.0,4.0,6.0,5.0,5.0,4.0,6.0,06,059,063806,2018,06059063806
"Census Tract 639.06, Orange County, California",2309,6.0,4.0,2.0,12.0,11.0,19.0,17.0,19.0,5.0,2.0,72,5.0,4.0,2.0,5.0,5.0,7.0,7.0,6.0,3.0,2.0,06,059,063906,2018,06059063906
"Census Tract 740.05, Orange County, California",1568,5.0,0.0,8.0,9.0,6.0,14.0,14.0,24.0,7.0,8.0,77,3.0,1.0,4.0,4.0,4.0,5.0,6.0,7.0,4.0,4.0,06,059,074005,2018,06059074005
"Census Tract 741.07, Orange County, California",2634,4.0,0.0,4.0,5.0,12.0,30.0,10.0,18.0,9.0,3.0,69,2.0,0.0,3.0,3.0,7.0,7.0,4.0,6.0,3.0,2.0,06,059,074107,2018,06059074107
"Census Tract 741.09, Orange County, California",687,3.0,1.0,9.0,6.0,14.0,20.0,18.0,15.0,6.0,5.0,18,2.0,1.0,5.0,4.0,7.0,6.0,7.0,7.0,5.0,4.0,06,059,074109,2018,06059074109
"Census Tract 744.03, Orange County, California",1318,4.0,2.0,17.0,18.0,21.0,19.0,4.0,12.0,0.0,0.0,37,3.0,2.0,6.0,6.0,7.0,7.0,4.0,6.0,2.0,0.0,06,059,074403,2018,06059074403
"Census Tract 745.01, Orange County, California",1401,2.0,7.0,15.0,21.0,9.0,13.0,13.0,10.0,2.0,4.0,58,2.0,3.0,6.0,6.0,4.0,5.0,5.0,4.0,3.0,2.0,06,059,074501,2018,06059074501
"Census Tract 748.01, Orange County, California",1016,5.0,3.0,3.0,5.0,10.0,23.0,12.0,19.0,7.0,8.0,37,3.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,06,059,074801,2018,06059074801
"Census Tract 755.07, Orange County, California",1875,4.0,2.0,8.0,7.0,12.0,18.0,17.0,16.0,10.0,1.0,98,2.0,1.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,1.0,06,059,075507,2018,06059075507
"Census Tract 755.15, Orange County, California",7210,9.0,1.0,7.0,4.0,4.0,20.0,14.0,16.0,8.0,13.0,366,4.0,1.0,4.0,2.0,2.0,5.0,5.0,4.0,3.0,4.0,06,059,075515,2018,06059075515
"Census Tract 758.10, Orange County, California",966,2.0,0.0,2.0,3.0,8.0,14.0,13.0,18.0,9.0,28.0,54,3.0,3.0,2.0,2.0,6.0,6.0,8.0,8.0,5.0,8.0,06,059,075810,2018,06059075810
"Census Tract 760, Orange County, California",3162,3.0,1.0,7.0,8.0,13.0,24.0,13.0,18.0,6.0,4.0,148,2.0,1.0,4.0,4.0,4.0,6.0,5.0,6.0,4.0,2.0,06,059,076000,2018,06059076000
"Census Tract 762.04, Orange County, California",1142,3.0,4.0,9.0,11.0,6.0,34.0,9.0,13.0,4.0,3.0,68,2.0,4.0,6.0,6.0,4.0,9.0,3.0,4.0,3.0,4.0,06,059,076204,2018,06059076204
"Census Tract 756.05, Orange County, California",2120,0.0,0.0,2.0,2.0,5.0,11.0,16.0,19.0,16.0,24.0,68,0.0,1.0,2.0,3.0,4.0,7.0,6.0,7.0,6.0,6.0,06,059,075605,2018,06059075605
"Census Tract 758.13, Orange County, California",1674,3.0,1.0,2.0,3.0,7.0,10.0,10.0,21.0,23.0,16.0,47,2.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,7.0,5.0,06,059,075813,2018,06059075813
"Census Tract 758.15, Orange County, California",1582,2.0,3.0,3.0,3.0,13.0,14.0,20.0,19.0,10.0,9.0,56,1.0,3.0,3.0,2.0,6.0,5.0,6.0,5.0,4.0,4.0,06,059,075815,2018,06059075815
"Census Tract 759.02, Orange County, California",2703,7.0,3.0,11.0,2.0,8.0,22.0,23.0,16.0,1.0,2.0,117,4.0,2.0,5.0,2.0,5.0,6.0,7.0,5.0,1.0,2.0,06,059,075902,2018,06059075902
"Census Tract 761.02, Orange County, California",1720,3.0,13.0,9.0,7.0,11.0,17.0,14.0,14.0,4.0,3.0,61,2.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,06,059,076102,2018,06059076102
"Census Tract 762.05, Orange County, California",1546,5.0,5.0,7.0,5.0,10.0,12.0,19.0,17.0,12.0,4.0,62,4.0,4.0,4.0,3.0,5.0,5.0,8.0,5.0,3.0,2.0,06,059,076205,2018,06059076205
"Census Tract 868.02, Orange County, California",1481,1.0,3.0,4.0,15.0,16.0,17.0,9.0,16.0,4.0,10.0,62,1.0,3.0,3.0,6.0,6.0,7.0,5.0,5.0,2.0,5.0,06,059,086802,2018,06059086802
"Census Tract 882.03, Orange County, California",1480,5.0,4.0,10.0,10.0,13.0,19.0,12.0,13.0,4.0,4.0,74,3.0,3.0,4.0,4.0,5.0,6.0,5.0,5.0,2.0,3.0,06,059,088203,2018,06059088203
"Census Tract 883.02, Orange County, California",1776,2.0,5.0,4.0,6.0,6.0,12.0,9.0,30.0,11.0,9.0,60,1.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,3.0,3.0,06,059,088302,2018,06059088302
"Census Tract 887.01, Orange County, California",1952,8.0,9.0,12.0,12.0,12.0,18.0,7.0,13.0,2.0,3.0,58,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,06,059,088701,2018,06059088701
"Census Tract 753.03, Orange County, California",1144,3.0,0.0,5.0,9.0,11.0,12.0,7.0,14.0,12.0,23.0,84,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,06,059,075303,2018,06059075303
"Census Tract 748.06, Orange County, California",919,3.0,5.0,10.0,10.0,17.0,24.0,5.0,16.0,3.0,3.0,27,2.0,3.0,5.0,4.0,5.0,6.0,3.0,5.0,2.0,2.0,06,059,074806,2018,06059074806
"Census Tract 750.03, Orange County, California",1638,2.0,5.0,18.0,17.0,23.0,18.0,8.0,3.0,1.0,0.0,75,2.0,3.0,6.0,5.0,7.0,6.0,3.0,2.0,1.0,2.0,06,059,075003,2018,06059075003
"Census Tract 754.01, Orange County, California",1200,2.0,4.0,3.0,6.0,7.0,18.0,6.0,27.0,14.0,10.0,68,2.0,2.0,2.0,5.0,4.0,7.0,2.0,7.0,4.0,5.0,06,059,075401,2018,06059075401
"Census Tract 754.04, Orange County, California",2027,6.0,0.0,6.0,2.0,13.0,20.0,10.0,25.0,7.0,6.0,105,4.0,1.0,4.0,2.0,7.0,6.0,4.0,6.0,4.0,4.0,06,059,075404,2018,06059075404
"Census Tract 755.14, Orange County, California",1174,4.0,6.0,11.0,12.0,22.0,13.0,10.0,12.0,4.0,1.0,52,3.0,3.0,4.0,5.0,6.0,5.0,4.0,5.0,2.0,2.0,06,059,075514,2018,06059075514
"Census Tract 756.06, Orange County, California",2225,4.0,0.0,1.0,0.0,4.0,7.0,10.0,12.0,10.0,48.0,176,3.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,7.0,06,059,075606,2018,06059075606
"Census Tract 863.01, Orange County, California",1742,3.0,7.0,12.0,4.0,8.0,11.0,20.0,17.0,7.0,7.0,65,3.0,4.0,5.0,2.0,4.0,4.0,5.0,6.0,3.0,4.0,06,059,086301,2018,06059086301
